actor_id,name,birth,agency,sns,image,work1,work2,work3,work4,work5
49,김지우,1983.11.22,,http://twitter.com/jiwoo_gooreum,actor_images\3347.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
사틴 역"," 〈프리다〉
2025.06.17 ~ 2025.09.07
NOL 유니플렉스 1관
프리다 역","옥주현 with Friends  콘서트 - 춘천
2025.05.17 ~ 2025.05.17
춘천 강원대학교 백령아트센터 (구 백령문화관)","킹키부츠 - 대구
2025.01.11 ~ 2025.01.26
계명아트센터
로렌 역","킹키부츠 - 세종
2025.01.04 ~ 2025.01.05
세종예술의전당(세종특별자치시)
로렌 역"
50,권오경,1992.09.07,,http://www.instagram.com/Ohkyungee,actor_images\51759.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
아라비아 역","킹스 테이블
2023.05.26 ~ 2023.05.26
대학로 드림아트센터 3관","웨스트 사이드 스토리
2022.11.17 ~ 2023.02.26
충무아트센터 대극장
앙상블","맨 오브 라만차
2021.03.24 ~ 2021.05.16
충무아트센터 대극장
페르미나 역","드라큘라
2020.02.11 ~ 2020.06.07
샤롯데씨어터
뱀파이어 슬레이브 역"
51,이창용,1984.11.11,PL엔터테인먼트,http://plent.co.kr/ | http://cafe.daum.net/LeeChangYong,actor_images\4202.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
몬로스 공작 역"," 〈르 마스크〉
2025.08.06 ~ 2025.11.09
et theatre 1 (이티 씨어터 원)
프레데릭 역","더 퍼스트 그레잇 쇼
2025.05.29 ~ 2025.06.15
세종문화회관 M씨어터
실장 역","신영숙, 이창용과 함께하는 5월 야민락콘서트 - 세종
2025.05.21 ~ 2025.05.21
세종예술의전당(세종특별자치시)","［야놀자 특가］  〈스윙 데이즈_암호명 A〉
2025.01.21 ~ 2025.01.31
충무아트센터 대극장
야스오 역"
52,지현준,,,http://cafe.daum.net/wlguswns | http://twitter.com/dnjfrls,actor_images\1967.gif," 〈레드북〉 - 수원
2026.02.06 ~ 2026.02.08
경기아트센터 대극장
로렐라이 역"," 〈레드북〉 - 세종시
2026.01.23 ~ 2026.01.25
세종예술의전당(세종특별자치시)
로렐라이 역"," 〈레드북〉 - 용인
2026.01.09 ~ 2026.01.11
용인포은아트홀
로렐라이 역"," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
로트렉 역"," 〈레드북〉
2025.09.23 ~ 2025.12.07
유니버설아트센터
로렐라이 역"
53,최호중,,,,actor_images\7476.gif," 〈미세스 다웃파이어〉 - 진주
2026.01.31 ~ 2026.02.01
경상남도문화예술회관 대공연장
프랭크 역"," 〈미세스 다웃파이어〉 - 수원
2026.01.17 ~ 2026.01.18
경기아트센터 대극장
프랭크 역"," 〈미세스 다웃파이어〉 - 인천
2026.01.10 ~ 2026.01.11
인천문화예술회관 대공연장
프랭크 역"," 〈미세스 다웃파이어〉 - 대구
2026.01.03 ~ 2026.01.04
대구오페라하우스
프랭크 역","2025  〈미세스 다웃파이어〉 - 천안
2025.12.27 ~ 2025.12.28
천안예술의전당 대공연장
프랭크 역"
54,김송이,1992.03.10,,,actor_images\45801.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
라쇼콜라 역","베어 더 
2024.05.22 ~ 2024.08.25
두산아트센터 연강홀
샨텔수녀/클레어 역","만복이네 떡집
2023.04.15 ~ 2023.05.21
올림픽공원 우리금융아트홀
화가떡 역","물랑루즈
2022.12.16 ~ 2023.03.05
블루스퀘어 신한카드홀
라 쇼콜라 역","베어 더 
2022.06.22 ~ 2022.09.18
두산아트센터 연강홀
샨텔수녀/클레어 역"
55,이상준,,,,actor_images\3805.jpg," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
지들러 역","［NOL 스페셜 스테이지］  〈알라딘〉 한국 초연 - 부산 (ALADDIN The Musical)
2025.08.15 ~ 2025.08.17
드림씨어터
술탄 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical) - 부산
2025.07.11 ~ 2025.09.28
드림씨어터
술탄 역","［인터파크 스테이지］알라딘 한국 초연
2025.04.12 ~ 2025.04.16
샤롯데씨어터
술탄 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical)
2024.11.22 ~ 2025.06.22
샤롯데씨어터
술탄 역"
56,홍광호,1982.04.06,PL엔터테인먼트,http://cafe.daum.net/pureactor,actor_images\3871.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
크리스티안 역","지킬앤하이드 - 20주년
2024.11.29 ~ 2025.05.18
블루스퀘어 신한카드홀
지킬 / 하이드 역","일 테노레
2024.03.29 ~ 2024.05.19
블루스퀘어 신한카드홀
윤이선 역","일 테노레
2023.12.19 ~ 2024.02.25
예술의전당 CJ 토월극장
윤이선 역","데스노트 - 부산
2023.07.26 ~ 2023.08.06
부산시민회관 대극장
야가미 라이토 역"
57,박민성,1982.08.07,,,actor_images\3547.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
몬로스 공작 역"," 〈쉐도우〉
2025.09.05 ~ 2025.11.02
백암아트홀
영조 역","명성황후 30주년 기념 공연 - 당진
2025.07.25 ~ 2025.07.27
당진 문예의전당 대공연장
홍계훈 역","명성황후 30주년 기념 공연 - 부산
2025.07.18 ~ 2025.07.20
동서대학교 소향씨어터 신한카드홀
홍계훈 역","명성황후 30주년 기념 공연 - 성남
2025.07.11 ~ 2025.07.13
성남아트센터 오페라하우스
홍계훈 역"
58,서만석,,,,actor_images\56.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
산티아고 역","마틸다
2022.10.05 ~ 2023.02.26
디큐브 링크아트센터
미스터 웜우드 역","데스노트
2022.07.01 ~ 2022.08.14
예술의전당 오페라극장
이데 역","데스노트
2022.04.01 ~ 2022.06.19
충무아트센터 대극장
이데 역","빌리 엘리어트
2021.08.31 ~ 2022.02.13
디큐브 링크아트센터
앙상블"
59,유승엽,1987.12.01,블루스테이지,,actor_images\31209.gif," 〈물랑루즈!〉 (Moulin Rouge! The Musical)
2025.11.27 ~ 2026.02.22
블루스퀘어 신한카드홀
베이비돌 역","물랑루즈
2022.12.16 ~ 2023.03.05
블루스퀘어 신한카드홀
베이비돌 역","아이다
2022.05.10 ~ 2022.08.07
블루스퀘어 신한카드홀
메렙 역","지저스 크라이스트 수퍼스타
2020.02.28 ~ 2020.03.01
LG아트센터 서울
헤롯 역","아이다
2019.11.16 ~ 2020.02.23
블루스퀘어 신한카드홀
메렙 역"
60,이도헌,2013.09.27,,http://www.instagram.com/hyun_honey_luv,actor_images\51352.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
어린롤라 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
어린롤라 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
어린롤라 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
어린롤라 역","반달의 꿈 - 의정부
2025.11.07 ~ 2025.11.07
의정부예술의전당 대극장"
61,김동현,1993.08.23,,http://www.instagram.com/93.08.23,actor_images\52107.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
돈 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
돈 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
돈 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
돈 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
돈 역"
62,이재환,1992.04.06,,http://www.realvixx.com/ | http://www.instagram.com/keken_0406 | http://cafe.daum.net/RealVIXX | http://twitter.com/jaehwany0406,actor_images\37172.gif,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
1악장 역"," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
찰리 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
찰리 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
찰리 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
찰리 역"
63,강홍석,,,https://jament.co.kr/artist/profile?artist_id=9 | https://www.instagram.com/bollsar0211/,actor_images\26127.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
롤라 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
롤라 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
롤라 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
롤라 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
롤라 역"
64,한재아,1992.12.28,,,actor_images\44218.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
로렌 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
로렌 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
로렌 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
로렌 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
로렌 역"
65,신승환,,,,actor_images\25163.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
돈 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
돈 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
돈 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
돈 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
돈 역"
66,허윤슬,1993.03.31,,,actor_images\39892.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
로렌 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
로렌 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
로렌 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
로렌 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
로렌 역"
67,서경수,1989.01.01,팜트리아일랜드,http://palmtree.is/artists/seo-kyung-su,actor_images\10358.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
롤라 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
롤라 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
롤라 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
롤라 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
롤라 역"
68,김호영,1983.02.19,,http://cafe.daum.net/moonlightkiss | http://twitter.com/hoyhoyoung,actor_images\4522.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
찰리 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
찰리 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
찰리 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
찰리 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
찰리 역"
69,백형훈,1987.03.02,블루스테이지,http://cafe.daum.net/kunhaeng,actor_images\20750.gif,"크리스마스 지브리 ＆ 디즈니 OST 콘서트
2025.12.31 ~ 2025.12.31
세종문화회관 대극장","WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
1악장 역","크리스마스 지브리 ＆ 디즈니 OST 콘서트 - 부산
2025.12.24 ~ 2025.12.25
부산문화회관 대극장"," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
롤라 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
롤라 역"
70,신재범,,,,actor_images\30078.gif," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
찰리 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
찰리 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
찰리 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
찰리 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
찰리 역"
71,심재현,,,,actor_images\3350.jpg," 〈킹키부츠〉
2025.12.17 ~ 2026.03.29
샤롯데씨어터
돈 역"," 〈킹키부츠〉 - 용인
2025.12.06 ~ 2025.12.07
용인포은아트홀
돈 역"," 〈킹키부츠〉 - 전주
2025.11.29 ~ 2025.11.30
한국소리문화의전당 모악당
돈 역"," 〈킹키부츠〉 - 성남
2025.11.15 ~ 2025.11.16
성남아트센터 오페라하우스
돈 역"," 〈킹키부츠〉 - 고양
2025.11.01 ~ 2025.11.09
고양아람누리 아람극장
돈 역"
72,김성철,1991.12.31,,http://www.instagram.com/sungcheol2/ | http://cafe.naver.com/kimsungcheol,actor_images\35304.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
엘(L) 역"," 지킬앤하이드 (Jekyll ＆ Hyde) 20주년 - 부산
2025.06.08 ~ 2025.06.15
드림씨어터
지킬/하이드 역","지킬앤하이드 - 20주년
2024.11.29 ~ 2025.05.18
블루스퀘어 신한카드홀
지킬 / 하이드 역","몬테크리스토
2023.11.21 ~ 2024.02.25
충무아트센터 대극장
에드몬드 단테스/몬테크리스토 백작 역","데스노트 - 부산
2023.07.26 ~ 2023.08.06
부산시민회관 대극장
엘 역"
73,탕준상,,,,actor_images\30010.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
엘(L) 역","연극열전6 - 햄릿 더 플레이
2016.08.02 ~ 2016.10.16
충무아트센터 중극장 블랙
어린 햄릿 역
전문가","더  콘서트
2015.07.13 ~ 2015.07.13
광림아트센터 BBCH홀
특별출연","킹키부츠
2014.12.02 ~ 2015.02.22
충무아트센터 대극장
어린 롤라 역
전문가"," 이야기쇼 이석준과 함께 10주년
2014.05.26 ~ 2014.05.26
LG아트센터 서울
특별출연"
74,규현,1988.02.03,,http://superjunior.smtown.com/,actor_images\23592.gif,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
2악장 역"," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
라이토 역","웃는남자 - 성남
2025.04.09 ~ 2025.04.12
성남아트센터 오페라하우스
그윈플렌 역","웃는 남자
2025.01.09 ~ 2025.03.09
예술의전당 오페라극장
그윈플렌 역","규현 콘서트
2024.12.20 ~ 2024.12.22
올림픽공원 올림픽홀"
75,임정모,1992.11.21,블루스테이지,,actor_images\42618.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
류크 역"," 〈르 마스크〉
2025.08.06 ~ 2025.11.09
et theatre 1 (이티 씨어터 원)
프레데릭 역","〈팬텀〉 10주년 기념 공연
2025.05.31 ~ 2025.08.11
세종문화회관 대극장
필립 드 샹동 백작 역"," 베르테르 25주년 공연 - 대구
2025.04.05 ~ 2025.04.06
계명아트센터
알베르트 역"," 베르테르 25주년 공연 - 부산
2025.03.29 ~ 2025.03.30
드림씨어터
알베르트 역"
76,이영미,1974.11.15,,http://cafe.daum.net/leeahmi,actor_images\316.jpg," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
렘 역","도리안 그레이
2025.03.30 ~ 2025.06.08
홍익대 대학로 아트센터 대극장
브랜든 부인 역"," 〈베르테르〉 25주년 공연
2025.01.17 ~ 2025.03.16
디큐브 링크아트센터
오르카 역","리지
2024.09.14 ~ 2024.10.06
두산아트센터 연강홀
브리짓 설리번 역","리지
2024.09.14 ~ 2024.12.01
두산아트센터 연강홀
브리짓 설리번 역"
77,김성규,1989.04.28,,http://www.dhtne.com/ | http://www.instagram.com/gyu357 | http://twitter.com/ksk_official | http://www.facebook.com/kimsungkyu.official,actor_images\27536.gif,"2026 FIRST MUSIC STATION - 고양
2026.01.31 ~ 2026.02.01
일산 킨텍스(KINTEX)
1일(일) 역"," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
엘(L) 역","Someday Festival 2025 - week 1
2025.09.06 ~ 2025.09.07
올림픽공원 88 잔디마당
9월 7일 역","SOUNDBERRY FESTA’ 25
2025.07.19 ~ 2025.07.20
일산 킨텍스(KINTEX) 제2전시장 9홀
[07.19/토] 역","뷰티풀 민트 라이프 2025
2025.06.13 ~ 2025.06.15
올림픽공원"
78,양승리,1985.01.14,,http://www.instagram.com/vic_tory0114 | http://cafe.naver.com/yvictory,actor_images\22378.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
류크 역","［피크닉#18］ 연극 〈2시 22분 - A GHOST STORY〉
2025.07.30 ~ 2025.07.31
세종문화회관 M씨어터
벤 역","연극 〈2시 22분 - A GHOST STORY〉
2025.07.05 ~ 2025.08.16
세종문화회관 M씨어터
벤 역","개청 30주년 기념 특별공연 '환어'
2025.01.24 ~ 2025.01.25
금나래아트홀
정조 역","부치하난
2024.09.17 ~ 2024.11.17
홍익대 대학로 아트센터 대극장
만다란투&하문 역"
79,산들,1992.03.20,,http://twitter.com/sandeul920320,actor_images\28655.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
엘(L) 역","쿠로이 저택엔 누가 살고 있을까？
2024.10.29 ~ 2025.01.19
플러스씨어터
해웅 역","봄이 오는 소리
2024.02.23 ~ 2024.02.23
광운대학교 동해문화예술관 대극장","1976 할란카운티
2021.05.28 ~ 2021.07.04
충무아트센터 대극장
다니엘 역","셜록홈즈
2020.02.15 ~ 2020.03.08
광림아트센터 BBCH홀
클라이브 역"
80,장은아,1983.01.12,,http://twitter.com/artistJAS,actor_images\31519.gif,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
4악장 역"," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
렘 역"," 〈프리다〉
2025.06.17 ~ 2025.09.07
NOL 유니플렉스 1관
레플레하 역","지저스 크라이스트 수퍼스타 - 부산
2025.01.17 ~ 2025.01.19
드림씨어터
마리아 역","지저스 크라이스트 수퍼스타
2024.11.07 ~ 2025.01.12
광림아트센터 BBCH홀
마리아 역"
81,최서연,,,,actor_images\31844.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
미사 역","제19회 DIMF 창작지원작 〈히든러브〉 - 대구
2025.07.04 ~ 2025.07.06
대구북구 어울아트센터 대공연장 (함지홀)
조안나 역","2024 제9회 단단페스티벌 : 분장실청소
2024.11.06 ~ 2024.11.10
대학로 소극장 혜화당
여배우 역","드라큘라
2023.12.06 ~ 2024.03.03
샤롯데씨어터
루시 역","그날들 - 안성
2023.10.06 ~ 2023.10.07
안성맞춤아트홀 대공연장
그녀 역"
82,임규형,1993.01.11,팜트리아일랜드,http://www.instagram.com/limkh_ | http://cafe.naver.com/kyureat,actor_images\46002.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
라이토 역"," 〈스웨그에이지 외쳐,조선!〉
2025.06.20 ~ 2025.08.31
홍익대 대학로 아트센터 대극장
단 역","소란스러운 나의 서림에서
2025.04.08 ~ 2025.06.21
et theatre 1 (이티 씨어터 원)
해준 역","디어 에반 핸슨
2024.03.28 ~ 2024.06.23
충무아트센터 대극장
에반 핸슨 역","윌리엄과 윌리엄의 윌리엄들
2023.03.08 ~ 2023.05.28
예스24아트원 2관
윌리엄 헨리 아일랜드 역"
